,src_data_name,VOC2012,cellpose,PhC-C2DH-U373,heartSeg,DIC-C2DH-HeLa,ham,monuseg,cvc_clinic,PhC-C2DL-PSC,Fluo-N2DH-GOWT1,lung,URICADS,Fluo-C2DL-Huh7,isic,LUMINOUS,Riga,panuke,CryoNuSeg,DENTAL_xray,Fluo-N2DL-HeLa,COCO,livecell,USNerve
10,dataset_train/6/,"0,49869292974472","0,482134431600571","0,94520491361618","0,269450277090073","0,837905824184418","0,656628489494324","0,410462737083435","0,153314203023911","0,012333793565631","0,113169632852077","0,027896009385586","0,137545898556709","0,389678627252579","0,474351763725281","0,130808219313622","0,009137443266809","0,330968827009201","0,515160858631134","0,46108940243721","0,173231482505798","0,398881822824478","0,612162888050079","0,029386783018708"
11,dataset_train/9/,"0,147067159414291","0,001098909764551","0,01126909814775","0,124436438083649","0,532490432262421","0,264171332120895","0,140063717961311","0,194466397166252","0,142594367265701","0,000118921787362","0,378474056720734","0,094398982822895","0,000121831893921","0,265077322721481","0,928385436534882","0,005493109114468","0,189080432057381","0,152469456195831","0,353157877922058","0,000132773435325","0,071514330804348","0,479540109634399","0,013187688775361"
12,dataset_test/16/,"0,069720201194286","0,017816996201873","0,092524684965611","0,231694966554642","0,629615962505341","0,066650107502937","0,046245247125626","0,000217487991904","0,006908072158694","0,000620120903477","0,957188606262207","0,207768514752388","0,000279325700831","0,045224647969008","0,321572661399841","0,000272285717074","0,022918866947293","0,067159570753574","0,09308972209692","0,002414855407551","0,05956818908453","0,296713978052139","0,005255671218038"
13,dataset_test/17/,"0,464333951473236","0,030695283785462","0,580786764621735","0,078866504132748","0,687710165977478","0,4244364798069","0,384795844554901","0,161991164088249","0,497931271791458","0,693437218666077","0,436265528202057","0,350305438041687","0,69010066986084","0,280305236577988","0,23894502222538","0,043332867324352","0,292815446853638","0,48531037569046","0,379643112421036","0,619697988033295","0,374058157205582","0,899391353130341","0,027503306046128"
14,dataset_train/1/,"0,369293987751007","0,396094709634781","0,007794179022312","0,354779154062271","0,021105686202645","0,654063582420349","0,179443851113319","0,14974570274353","0,000353942887159","0,110401377081871","0,385431170463562","0,10805632174015","0,365544974803925","0,75678163766861","0,120795100927353","0,007205018773675","0,051352560520172","0,249917060136795","0,055104535073042","0,187346592545509","0,315476953983307","0,000185940778465","0,013769347220659"
15,dataset_train/4/,"0,435490697622299","0,253377735614777","0,124504923820496","0,113229535520077","0,67044997215271","0,396777659654617","0,380009084939957","0,198155403137207","0,132104963064194","0,625844478607178","0,372719675302505","0,338178187608719","0,701882898807526","0,251465290784836","0,23395474255085","0,013023340143263","0,282276302576065","0,471291542053223","0,365933626890182","0,714765191078186","0,341273039579391","0,52398031949997","0,026284765452147"
16,dataset_test/11/,"0,445930063724518","0,511468172073364","0,126117646694183","0,112922877073288","0,672642350196838","0,404920011758804","0,376801997423172","0,195579260587692","0,132366567850113","0,698029518127441","0,370307445526123","0,256080538034439","0,939303815364838","0,255804151296616","0,22183994948864","0,012111217714846","0,27781343460083","0,466454386711121","0,360567331314087","0,638320744037628","0,360088318586349","0,523977100849152","0,025795623660088"
17,dataset_train/5/,"0,433945834636688","0,619772434234619","0,124387562274933","0,112073451280594","0,670379996299744","0,404793113470078","0,38065180182457","0,18980684876442","0,132089927792549","0,797119617462158","0,371457427740097","0,350636005401611","0,609312415122986","0,255520433187485","0,23824417591095","0,012693914584816","0,283947765827179","0,475439995527267","0,357770770788193","0,716271579265595","0,346206218004227","0,52400153875351","0,025889059528709"
18,dataset_test/14/,"0,159079283475876","0,064709454774857","0,000324284337694","0,856858193874359","0,000172992542502","0,333242028951645","0,303506642580032","0,22962187230587","0,000603508728091","0,00082246348029","0,000305694702547","0,005671827122569","0,04087520390749","0,374204069375992","0,080058544874191","0,015762438997626","0,172927364706993","0,334763735532761","0,001375828287564","0,008601348847151","0,08343543112278","0,000192615334527","0,001732671982609"
19,dataset_train/10/,"0,367132276296616","0,001892475527711","0,549150049686432","0,004165455233306","0,009812979958951","0,025627464056015","0,034334637224674","0,077619209885597","0,63552862405777","0,385252475738525","0,005508576054126","0,003183465451002","0,376726359128952","0,030806966125965","0,004107121378183","0,123140394687653","0,011470858938992","0,004103295039386","0,932897627353668","0,009674075990915","0,332970529794693","0,280458092689514","0,049646273255348"
20,dataset_test/13/,"0,243175894021988","0,410891860723496","0,271324634552002","0,018955981358886","0,005567310843617","0,018170425668359","0,644449472427368","0,00158215733245","0,001243074773811","0,05239424481988","0,077176369726658","0,049964629113674","0,28663244843483","0,000915470067412","0,065728314220905","8,70695316734782E-07","0,457067757844925","0,752052545547485","0,020970849320293","0,063246756792069","0,279113233089447","0,086328372359276","0,014496960677207"
21,dataset_test/20/,"0,454075992107391","0,352141916751862","0,000953122682404","0,064859390258789","0,000709495099727","0,490958720445633","0,376526594161987","0,142219871282578","0,000875107187312","0,114460796117783","0,203926518559456","0,134616166353226","0,392871648073196","0,325117647647858","0,130376026034355","0,017526894807816","0,282514929771423","0,477122753858566","0,135165750980377","0,188522219657898","0,530428469181061","0,000881062995177","0,034168552607298"
22,dataset_test/12/,"0,139808312058449","0,002922148210928","0,320869773626328","0,014476316981018","0,943825364112854","0,012765023857355","0,165639191865921","8,26611212687567E-05","0,054409336298704","0,345586448907852","0,409682899713516","0,302787214517593","0,252873420715332","3,32383533532266E-05","0,192533940076828","4,19569943233E-07","0,12544596195221","0,067660585045815","0,335879445075989","0,187166333198547","0,168091550469399","0,556452333927155","0,026508238166571"
